TotalRequest,TotalImp,TotalCSC,TotalWin,TotalClick,BilledClicks,Conversion,Revenue,NetworkRevenue,ExchangeRevenue,PubIncome,NetworkIncome,ExchangeIncome,CPARevenue,TotalBidValue,TotalWinBidValue

292867492,1245820,353900,342486,2532,2517.0,52,153.19462999999942,0.0,153.19462999999942,204.14989860899078,0.0,204.14989860899078,55.3,1420501.4507568239,204150.2486089897
