TotalRequest,TotalImp,TotalCSC,TotalWin,TotalClick,BilledClicks,Conversion,Revenue,NetworkRevenue,ExchangeRevenue,PubIncome,NetworkIncome,ExchangeIncome,CPARevenue,TotalBidValue,TotalWinBidValue

74055.000,895.000,3.000,3.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.909,4.21
